datetime,category,BBTFImpact-Sideway_val/ATRSL1buf-Trend/ORDERINFO-BUY_PROFIT/TF-diffMid_Trend/NEW_ORDER_OPEN-TradeAct/NEW_ORDER_CLOSE-TradeAct,BBTFImpact-HTF_Drive_LTF_Sideway/ATRSL1buf-LV/ORDERINFO-BUY_LOTS/TF-BBUpDn/NEW_ORDER_OPEN-OPEN_TICKET/NEW_ORDER_CLOSE-OPEN_TICKET,BBTFImpact-LTF_Drive_HTF_Fly/ATRSL1buf-Upper/ORDERINFO-BUY_TICKET_NUM/TF-trend/NEW_ORDER_OPEN-OPEN_TYPE/NEW_ORDER_CLOSE-OPEN_Type,BBTFImpact-midline_Cluster/ATRSL1buf-Lower/ORDERINFO-BUYS/TF-diffMid/NEW_ORDER_OPEN-OPEN_LOTS/NEW_ORDER_CLOSE-OPEN_LOTS,BBTFImpact-line_seq_touch/ATRSL1buf-SLMid/ORDERINFO-SELL_PROFIT/TF-diffBBW/NEW_ORDER_OPEN-DEAL_PRICE/NEW_ORDER_CLOSE-OPEN_PRICE,BBTFImpact-line_seq_cross/ATRSL1buf-Val/ORDERINFO-SELL_LOTS/TF-WLV/NEW_ORDER_OPEN-FREEMARGIN/NEW_ORDER_CLOSE-OPEN_TIME,BBTFImpact-untouch_val/ORDERINFO-SELL_TICKET_NUM/TF-MidLV/NEW_ORDER_OPEN-MARGINREQUIRED/NEW_ORDER_CLOSE-CLOSED_TICKET,ORDERINFO-SELLS/TF-UppLV/NEW_ORDER_CLOSE-CLOSED_TYPE,ORDERINFO-TOTALORDERS/TF-LowLV/NEW_ORDER_CLOSE-CLOSED_LOT,TF-close/NEW_ORDER_CLOSE-CLOSED_PRICE,TF-high/NEW_ORDER_CLOSE-PROFIT,TF-low/NEW_ORDER_CLOSE-SWAP,NEW_ORDER_CLOSE-COMMISION,NEW_ORDER_CLOSE-FEE,NEW_ORDER_CLOSE-TOTAL_PROFIT,NEW_ORDER_CLOSE-TOTAL_SWAP,NEW_ORDER_CLOSE-LAST_PROFIT
~,BBTFImpact,['60064-S_13'],{M5=1|M15=1},{M15=1|H1=1|H4=1},"[0.75, 4.76, 11.53]",{M5=9-8|M15=0-8|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3309.94,3316.5,3309.94,3313.65,1.85,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 07:45,M15,5.0,1.0,8.0,0.2,2.94,0.37,3309.25,3315.45,3303.05,3314.77,3314.77,3314.77,,,,,
~,BBTFImpact,[60040.0],{M5=1|M15=1},{M15=1|M30=1|H1=1|H4=1},"[0.18, 4.99, 11.76]",{M5=0-9|M15=9-8|M30=0-9|H1=9-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3311.11,3316.5,3311.11,3314.76,1.83,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 08:00,M15,5.0,1.0,8.0,0.08,1.11,0.4,3309.39,3315.99,3302.78,3313.91,3313.91,3313.91,,,,,
~,M30,1.0,3.0,0.0,1.05,-2.31,0.94,3305.4,3320.98,3289.82,,,,,,,,
~,H1,1.0,1.0,0.0,0.92,7.64,1.19,3298.64,3318.25,3279.03,,,,,,,,
~,H4,3.0,0.0,0.0,0.37,3.13,1.85,3299.72,3330.25,3269.18,,,,,,,,
~,NEW_ORDER_OPEN,[],2,BUY,0.0,0.0,10000.0,100.0,,,,,,,,,,
~,BBTFImpact,[60040.0],{M15=1},{M15=1|M30=1|H1=1|H4=1},"[1.31, 3.99, 10.75]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=29-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3311.28,3316.5,3311.28,3314.13,1.99,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 08:15,M15,5.0,1.0,8.0,0.28,5.58,0.48,3309.81,3317.83,3301.79,3318.74,3318.74,3318.74,,,,,
~,BBTFImpact,[60040.0],{M15=1},{M15=1|M30=1|H1=1|H4=1},"[2.77, 4.41, 11.17]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=40-30|M30=0-30|H1=40-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3314.57,3322.93,3314.57,3318.75,2.09,,,,,,,,,,,
~,ORDERINFO,4.73,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2025.06.02 08:30,M15,5.0,1.0,8.0,0.49,4.7,0.52,3310.26,3318.93,3301.6,3318.18,3318.18,3318.18,,,,,
~,M30,1.0,3.0,0.0,1.2,0.17,0.97,3306.74,3322.72,3290.76,,,,,,,,
~,BBTFImpact,[60040.0],{M15=1},{M15=1|M30=1|H1=1|H4=1},"[4.01, 3.52, 11.62]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=29-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3314.57,3321.04,3314.57,3318.18,2.12,,,,,,,,,,,
~,ORDERINFO,4.17,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2025.06.02 08:45,M15,5.0,1.0,8.0,0.66,8.81,0.63,3311.01,3321.47,3300.55,3322.58,3322.58,3322.58,,,,,
~,NEW_ORDER_CLOSE,[],2,BUY,0.01,3314.01,2025.06.02 08:00:05,3,SELL,0.01,3322.78,8.77,0.0,0.0,0.0,8.77,0.0,0.0
~,BBTFImpact,[60040.0],,{M15=1|M30=1|H1=1|H4=1},"[4.97, 4.27, 12.37]",{M5=0-9|M15=0-9|M30=9-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=40-30|M15=0-40|M30=0-30|H1=0-40|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3318.09,3327.48,3318.09,3322.78,2.35,,,,,,,,,,,
~,ORDERINFO,8.57,0.01,2,1,0.0,0.0,0,0,1,,,,,,,,
2025.06.02 09:00,M15,1.0,1.0,1.0,0.58,8.12,0.73,3311.67,3323.82,3299.52,3323.79,3323.79,3323.79,,,,,
~,M30,1.0,3.0,0.0,1.5,2.57,1.02,3308.39,3325.26,3291.52,,,,,,,,
~,H1,1.0,1.0,0.0,1.4,15.79,1.41,3300.33,3323.61,3277.06,,,,,,,,
~,BBTFImpact,[60000.0],{H1=1},{M15=1|M30=1|H1=1|H4=1},"[6.1, 3.2800000000000002, 11.33]",{M5=0-9|M15=9-9|M30=9-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=30-40|M30=30-40|H1=0-40|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=19-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3319.13,3327.48,3319.13,3323.98,2.43,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 09:15,M15,1.0,1.0,1.0,0.86,10.85,0.88,3312.66,3327.2,3298.12,3328.0,3328.0,3328.0,,,,,
~,BBTFImpact,[60000.0],{H1=1},{M15=1|M30=1|H1=1|H4=1},"[7.24, 4.27, 12.33]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=0-40|M30=0-40|H1=0-40|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3323.36,3332.19,3323.36,3328.06,2.38,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 09:30,M15,1.0,1.0,1.0,1.51,18.64,1.13,3314.42,3333.19,3295.65,3337.6,3337.6,3337.6,,,,,
~,M30,1.0,1.0,0.0,2.21,15.22,1.26,3310.95,3331.86,3290.05,,,,,,,,
~,BBTFImpact,[60000.0],{H1=1},{M15=1|M30=1|H1=1|H4=1},"[8.8, 3.46, 14.09]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-40|M15=0-40|M30=0-40|H1=0-40|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3332.3,3338.85,3332.3,3337.84,2.77,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 09:45,M15,1.0,1.0,1.0,2.04,21.04,1.3900000000000001,3316.61,3339.64,3293.58,3345.08,3345.08,3345.08,,,,,
~,BBTFImpact,[60000.0],{H1=1},{M15=1|M30=1|H1=1|H4=1},"[10.52, 5.65, 16.27]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=40-30|M15=0-40|M30=0-40|H1=0-40|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3338.58,3346.0,3338.58,3345.22,3.32,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 10:00,M15,1.0,1.0,1.0,1.92,15.37,1.51,3318.4,3343.41,3293.39,3344.47,3344.47,3344.47,,,,,
~,M30,1.0,1.0,0.0,2.57,17.16,1.48,3313.68,3338.27,3289.1,,,,,,,,
~,H1,1.0,1.0,0.0,2.4,37.23,1.9300000000000002,3303.27,3335.21,3271.32,,,,,,,,
~,BBTFImpact,[60000.0],{H1=1},{M15=1|M30=1|H1=1|H4=1},"[12.4, 4.72, 15.13]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=0-40|M30=0-40|H1=0-40|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3338.58,3346.0,3338.58,3344.42,3.41,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 10:15,M15,1.0,1.0,1.0,2.12,19.57,1.75,3320.69,3349.71,3291.67,3351.37,3351.37,3351.37,,,,,
~,BBTFImpact,[60000.0],{H1=1},{M15=1|M30=1|H1=1|H4=1},"[14.86, 7.01, 17.42]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=0-40|M30=0-40|H1=0-40|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3344.35,3355.78,3344.35,3351.68,3.67,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 10:30,M15,1.0,1.0,1.0,2.26,15.41,1.95,3323.14,3355.55,3290.73,3353.52,3353.52,3353.52,,,,,
~,M30,1.0,0.0,0.0,3.15,17.43,1.76,3317.16,3346.39,3287.93,,,,,,,,
~,BBTFImpact,[60000.0],{H1=1},{M15=1|M30=1|H1=1|H4=1},"[17.42, 5.98, 19.87]",{M5=0-9|M15=9-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=30-40|M30=0-40|H1=0-40|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3349.32,3361.43,3349.32,3353.87,3.7800000000000002,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 10:45,M15,1.0,0.0,1.0,2.38,10.38,2.09,3325.65,3360.34,3290.97,3354.49,3354.49,3354.49,,,,,
~,BBTFImpact,[60000.0],{H1=1},{M15=1|M30=1|H1=1|H4=1},"[19.51, 8.49, 22.39]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=0-30|M30=0-40|H1=0-40|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3349.32,3361.43,3349.32,3354.37,3.68,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 11:00,M15,1.0,3.0,1.0,2.33,3.93,2.12,3327.95,3363.21,3292.69,3352.62,3352.62,3352.62,,,,,
~,M30,1.0,1.0,0.0,2.5,17.66,1.96,3319.73,3352.27,3287.18,,,,,,,,
~,H1,1.0,1.0,0.0,2.98,34.76,2.39,3306.58,3346.06,3267.09,,,,,,,,
~,BBTFImpact,[60001.0],{H1=1},{M30=1|H1=1|H4=1},"[20.55, 8.23, 21.38]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=0-30|M30=0-40|H1=0-40|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3349.32,3359.29,3349.32,3352.41,3.56,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 11:15,M15,1.0,3.0,1.0,2.35,1.45,2.14,3330.35,3366.01,3294.68,3353.67,3353.67,3353.67,,,,,
~,BBTFImpact,[60001.0],{H1=1},{M30=1|H1=1|H4=1},"[20.69, 10.62, 23.77]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=0-30|M30=0-40|H1=0-40|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3349.32,3359.29,3349.32,3353.61,3.73,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 11:30,M15,1.0,3.0,1.0,2.42,-4.48,2.09,3332.73,3367.57,3297.88,3353.08,3353.08,3353.08,,,,,
~,M30,1.0,1.0,0.0,2.21,15.69,2.13,3321.98,3357.34,3286.63,,,,,,,,
~,BBTFImpact,[60001.0],{H1=1},{M30=1|H1=1|H4=1},"[19.87, 10.74, 26.15]",{M5=0-9|M15=0-9|M30=9-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=0-30|M30=30-40|H1=0-40|H4=0-40|D1=0-30|W1=0-30},{M5=0-28|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3349.32,3359.29,3349.32,3352.94,3.25,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 11:45,M15,1.0,3.0,1.0,2.34,-5.86,2.03,3335.03,3368.84,3301.22,3353.71,3353.71,3353.71,,,,,
~,BBTFImpact,[60001.0],{M5=1|H1=1},{M30=1|H1=1|H4=1},"[18.8, 13.05, 28.45]",{M5=7-8|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=20-30|M15=0-30|M30=0-30|H1=0-40|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3349.32,3357.43,3349.32,3353.88,2.87,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 12:00,M15,1.0,3.0,1.0,2.07,-7.4,1.95,3337.11,3369.72,3304.5,3352.08,3352.08,3352.08,,,,,
~,M30,1.0,1.0,0.0,1.8900000000000001,12.41,2.25,3323.87,3361.27,3286.47,,,,,,,,
~,H1,1.0,1.0,0.0,2.85,24.93,2.65,3309.46,3353.26,3265.66,,,,,,,,
~,H4,1.0,1.0,0.0,2.46,39.79,2.46,3303.3,3343.91,3262.7,,,,,,,,
~,BBTFImpact,[6.0],{M5=1|H1=1},{M30=1|H1=1|H4=1|D1=1},"[16.7, 13.24, 27.65]",{M5=7-8|M15=0-9|M30=0-9|H1=9-9|H4=0-0|D1=0-18|W1=0-0},{M5=20-30|M15=0-30|M30=0-30|H1=30-40|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3349.74,3357.02,3349.74,3351.64,2.69,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 12:15,M15,1.0,3.0,1.0,1.8,-10.07,1.8399999999999999,3338.8,3369.57,3308.03,3348.57,3348.57,3348.57,,,,,
~,BBTFImpact,[0.0],{M5=1|H1=1},{M15=1|M30=1|H1=1|H4=1|D1=1},"[13.91, 14.93, 29.34]",{M5=0-7|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-10|M15=0-30|M30=0-30|H1=0-30|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3353.28,3353.28,3344.15,3348.28,2.5,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 12:30,M15,1.0,0.0,1.0,1.6400000000000001,-11.81,1.73,3340.45,3369.28,3311.62,3347.04,3347.04,3347.04,,,,,
~,M30,1.0,3.0,0.0,1.8,5.13,2.2800000000000002,3325.55,3363.47,3287.62,,,,,,,,
~,BBTFImpact,[0.0],{M5=1|H1=1},{M15=1|M30=1|H1=1|H4=1|D1=1},"[11.4, 14.91, 30.99]",{M5=0-6|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=10-20|M15=0-30|M30=0-30|H1=0-30|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3352.16,3352.16,3345.66,3347.24,2.46,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 12:45,M15,1.0,2.0,1.0,1.55,-13.17,1.5899999999999999,3341.95,3368.54,3315.35,3346.79,3346.79,,,,,,
~,BBTFImpact,[10.0],{M5=1|H1=1},{M15=1|H1=1|H4=1|D1=1},"[8.75, 16.4, 32.49]",{M5=6-6|M15=0-9|M30=0-9|H1=9-9|H4=0-0|D1=0-18|W1=0-0},{M5=20-10|M15=0-30|M30=0-30|H1=0-30|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3349.37,3349.37,3342.22,3346.74,2.26,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 13:00,M15,1.0,2.0,1.0,1.58,-15.28,1.44,3343.55,3367.62,3319.48,3348.38,3348.38,,,,,,
~,M30,1.0,3.0,0.0,1.8,4.39,2.32,3327.31,3365.92,3288.71,,,,,,,,
~,H1,1.0,0.0,0.0,2.83,14.25,2.75,3312.13,3357.71,3266.55,,,,,,,,
~,BBTFImpact,[14.0],{M5=1},{M15=1|H1=1|H4=1|D1=1},"[6.31, 16.24, 31.42]",{M5=0-6|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3349.37,3349.37,3343.92,3348.44,2.26,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 13:15,M15,1.0,2.0,1.0,1.42,-17.94,1.26,3344.92,3365.97,3323.88,3346.46,3346.46,3346.46,,,,,
~,BBTFImpact,[14.0],{M5=1},{M15=1|H1=1|H4=1|D1=1},"[4.18, 17.61, 32.8]",{M5=0-6|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3349.37,3349.37,3344.8,3346.44,2.19,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 13:30,M15,1.0,2.0,1.0,1.47,-20.3,1.06,3346.5,3364.21,3328.79,3349.36,3349.36,3349.36,,,,,
~,M30,1.0,3.0,0.0,2.04,0.58,2.32,3329.34,3368.04,3290.64,,,,,,,,
~,BBTFImpact,['00016-S_21'],{M5=1},{H1=1|H4=1|D1=1},"[1.88, 17.16, 34.37]",{M5=0-6|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3345.69,3353.64,3345.69,3349.46,2.09,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 13:45,M15,1.0,2.0,1.0,1.06,-19.32,0.86,3347.49,3361.93,3333.04,3345.24,3345.24,3345.24,,,,,
~,BBTFImpact,['00016-S_21'],{M5=1},{H1=1|H4=1|D1=1},"[0.22, 18.15, 35.36]",{M5=7-8|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=20-30|M15=20-30|M30=0-30|H1=0-30|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3349.76,3349.76,3340.93,3345.35,2.21,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 14:00,M15,1.0,2.0,1.0,1.1,-22.22,0.64,3348.72,3359.42,3338.02,3348.65,3348.65,3348.65,,,,,
~,M30,1.0,3.0,0.0,1.88,-0.69,2.31,3331.16,3369.63,3292.68,,,,,,,,
~,H1,1.0,3.0,0.0,3.45,-0.05,2.75,3315.56,3361.12,3270.01,,,,,,,,
~,BBTFImpact,['00016-S_21'],{M5=1},{H1=1|H4=1|D1=1},"[1.13, 17.56, 33.16]",{M5=8-7|M15=7-8|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=30-20|M15=20-30|M30=0-30|H1=0-30|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3349.76,3349.76,3343.56,3348.59,2.52,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 14:15,M15,1.0,2.0,1.0,0.83,-17.05,0.47,3349.52,3357.37,3341.67,3349.32,3349.32,3349.32,,,,,
~,BBTFImpact,['00016-S_21'],{M5=1|M15=1},{H1=1|H4=1|D1=1},"[1.6400000000000001, 18.36, 33.96]",{M5=0-8|M15=7-8|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-30|M15=20-30|M30=0-30|H1=0-30|H4=0-40|D1=0-30|W1=0-30},{M5=29-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3349.76,3349.76,3344.51,3349.45,2.4699999999999998,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 14:30,M15,1.0,2.0,1.0,0.65,-6.17,0.41,3350.28,3357.15,3343.41,3353.43,3353.43,3353.43,,,,,
~,M30,1.0,3.0,0.0,2.37,-4.02,2.2800000000000002,3333.6,3371.58,3295.62,,,,,,,,
~,BBTFImpact,['00016-S_21'],{M5=1|M15=1|M30=1},{H1=1|H4=1|D1=1},"[1.46, 16.68, 34.72]",{M5=0-8|M15=0-8|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=0-40|M15=0-30|M30=0-30|H1=0-30|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3354.17,3354.17,3348.62,3353.72,2.55,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.06.02 14:45,M15,1.0,3.0,1.0,0.7,-2.57,0.41,3351.14,3358.02,3344.26,3356.72,3356.72,3356.72,,,,,
~,BBTFImpact,[0.0],{M5=1|M15=1|M30=1},{M15=1|M30=1|H1=1|H4=1|D1=1},"[0.79, 17.54, 35.58]",{M5=9-8|M15=9-8|M30=0-9|H1=0-9|H4=0-0|D1=0-18|W1=0-0},{M5=30-40|M15=30-40|M30=0-30|H1=0-30|H4=0-40|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3354.17,3361.48,3354.17,3356.98,3.08,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
