datetime,category,BBTFImpact-Sideway_val/ATRSL1buf-Trend/ORDERINFO-BUY_PROFIT/TF-diffMid_Trend/NEW_ORDER_OPEN-TradeAct/NEW_ORDER_CLOSE-TradeAct,BBTFImpact-HTF_Drive_LTF_Sideway/ATRSL1buf-LV/ORDERINFO-BUY_LOTS/TF-BBUpDn/NEW_ORDER_OPEN-OPEN_TICKET/NEW_ORDER_CLOSE-OPEN_TICKET,BBTFImpact-LTF_Drive_HTF_Fly/ATRSL1buf-Upper/ORDERINFO-BUY_TICKET_NUM/TF-trend/NEW_ORDER_OPEN-OPEN_TYPE/NEW_ORDER_CLOSE-OPEN_Type,BBTFImpact-midline_Cluster/ATRSL1buf-Lower/ORDERINFO-BUYS/TF-diffMid/NEW_ORDER_OPEN-OPEN_LOTS/NEW_ORDER_CLOSE-OPEN_LOTS,BBTFImpact-line_seq_touch/ATRSL1buf-SLMid/ORDERINFO-SELL_PROFIT/TF-diffBBW/NEW_ORDER_OPEN-DEAL_PRICE/NEW_ORDER_CLOSE-OPEN_PRICE,BBTFImpact-line_seq_cross/ATRSL1buf-Val/ORDERINFO-SELL_LOTS/TF-WLV/NEW_ORDER_OPEN-FREEMARGIN/NEW_ORDER_CLOSE-OPEN_TIME,BBTFImpact-untouch_val/ORDERINFO-SELL_TICKET_NUM/TF-MidLV/NEW_ORDER_OPEN-MARGINREQUIRED/NEW_ORDER_CLOSE-CLOSED_TICKET,ORDERINFO-SELLS/TF-UppLV/NEW_ORDER_CLOSE-CLOSED_TYPE,ORDERINFO-TOTALORDERS/TF-LowLV/NEW_ORDER_CLOSE-CLOSED_LOT,TF-close/NEW_ORDER_CLOSE-CLOSED_PRICE,TF-high/NEW_ORDER_CLOSE-PROFIT,TF-low/NEW_ORDER_CLOSE-SWAP,NEW_ORDER_CLOSE-COMMISION,NEW_ORDER_CLOSE-FEE,NEW_ORDER_CLOSE-TOTAL_PROFIT,NEW_ORDER_CLOSE-TOTAL_SWAP,NEW_ORDER_CLOSE-LAST_PROFIT
~,M30,1.0,3.0,1.0,0.89,3.08,1.07,4810.12,4835.96,4784.27,,,,,,,,
~,BBTFImpact,[45014.0],{M5=1|M30=1|H4=1|D1=1},{M15=1|H1=1|D1=1},"[0.7, 11.79, 12.54]",{M5=0-9|M15=0-8|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4819.96,4830.69,4819.96,4823.77,3.46,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 06:45,M15,1.0,2.0,1.0,0.7,-7.9399999999999995,0.47,4822.53,4833.95,4811.1,4820.56,4820.56,4820.56,,,,,
~,BBTFImpact,[45014.0],{M5=1|M30=1|H4=1|D1=1},{M15=1|H1=1|D1=1},"[1.24, 12.41, 13.16]",{M5=0-9|M15=0-7|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-20|M15=0-20|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4825.78,4825.78,4814.18,4820.32,3.07,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 07:00,M15,1.0,2.0,1.0,0.69,-6.15,0.41,4823.37,4833.29,4813.45,4824.21,4824.21,4824.21,,,,,
~,M30,1.0,3.0,1.0,1.03,2.07,1.09,4811.1,4837.34,4784.86,,,,,,,,
~,H1,5.0,1.0,2.0,0.67,3.85,0.91,4810.21,4832.16,4788.25,,,,,,,,
~,BBTFImpact,[45014.0],{M5=1|M30=1|H4=1|D1=1},{M15=1|H1=1|D1=1},"[1.5699999999999998, 12.27, 13.16]",{M5=0-8|M15=0-8|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4820.73,4830.09,4820.73,4824.31,2.89,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 07:15,M15,1.0,2.0,1.0,0.64,-3.52,0.38,4824.06,4833.15,4814.96,4826.95,4826.95,4826.95,,,,,
~,BBTFImpact,[45010.0],{M5=1|M30=1|H4=1|D1=1},{M15=1|H1=1|D1=1},"[1.06, 12.96, 13.85]",{M5=0-8|M15=0-8|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4821.37,4829.76,4821.37,4826.89,2.76,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 07:30,M15,5.0,0.0,1.0,0.35,-0.8,0.37,4824.46,4833.43,4815.48,4826.52,4826.52,4826.52,,,,,
~,M30,1.0,3.0,1.0,1.49,-0.31,1.1,4812.71,4839.14,4786.28,,,,,,,,
~,BBTFImpact,['45060-S_23'],{M5=1|M30=1|H4=1|D1=1},{M15=1|H1=1|D1=1},"[0.12, 11.75, 14.25]",{M5=0-8|M15=0-8|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4821.84,4829.76,4821.84,4826.59,2.7199999999999998,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 07:45,M15,5.0,0.0,1.0,0.31,1.5899999999999999,0.39,4824.85,4834.3,4815.39,4830.58,4830.58,4830.58,,,,,
~,BBTFImpact,['45040-S_23'],{M5=1|M15=1|M30=1|H4=1|D1=1},{M15=1|M30=1|H1=1|D1=1},"[0.73, 12.14, 14.64]",{M5=0-9|M15=0-8|M30=0-9|H1=9-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4825.55,4836.11,4825.55,4830.83,2.64,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 08:00,M15,5.0,1.0,1.0,0.29,2.5300000000000002,0.42,4825.18,4835.37,4815.0,4833.14,4833.14,4833.14,,,,,
~,M30,1.0,3.0,1.0,1.88,0.61,1.12,4814.72,4841.6,4787.83,,,,,,,,
~,H1,1.0,1.0,7.0,1.0,8.56,1.02,4811.41,4836.02,4786.8,,,,,,,,
~,H4,1.0,0.0,1.0,7.85,-39.54,3.54,4784.96,4869.58,4700.33,,,,,,,,
~,BBTFImpact,['00044-S_22'],{M15=1|M30=1|H4=1|D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1},"[1.42, 10.47, 13.77]",{M5=9-9|M15=0-8|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4828.39,4835.43,4828.39,4833.1,2.36,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 08:15,M15,5.0,1.0,1.0,0.39,2.99,0.47,4825.7,4837.04,4814.35,4834.53,4834.53,4834.53,,,,,
~,BBTFImpact,[40.0],{M30=1|H4=1|D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1},"[2.81, 10.98, 14.29]",{M5=0-9|M15=9-8|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=30-40|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4831.72,4839.77,4831.72,4834.59,2.59,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 08:30,M15,5.0,1.0,1.0,0.23,1.75,0.48,4825.9,4837.59,4814.2,4833.38,4833.38,4833.38,,,,,
~,M30,1.0,3.0,1.0,1.75,0.18,1.13,4816.57,4843.79,4789.35,,,,,,,,
~,BBTFImpact,[40.0],{H4=1|D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1},"[4.27, 9.33, 14.49]",{M5=0-9|M15=0-9|M30=0-9|H1=9-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4831.72,4837.49,4831.72,4833.2,2.46,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 08:45,M15,5.0,0.0,1.0,-0.45,-2.86,0.44,4825.24,4835.85,4814.64,4825.26,4825.26,4825.26,,,,,
~,BBTFImpact,['00045-S_13'],{H4=1|D1=1},{M30=1|H1=1|H4=1|D1=1},"[4.99, 8.68, 13.83]",{M5=0-9|M15=8-9|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=28-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4830.91,4830.91,4821.91,4825.08,2.91,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 09:00,M15,2.0,0.0,8.0,-0.56,-1.71,0.42,4824.69,4834.88,4814.5,4821.26,4821.26,4821.26,,,,,
~,M30,1.0,3.0,1.0,1.03,-3.86,1.07,4817.3,4842.98,4791.62,,,,,,,,
~,H1,1.0,0.0,1.0,0.92,0.23,1.0,4812.16,4836.28,4788.04,,,,,,,,
~,BBTFImpact,[5.0],{H1=1|H4=1|D1=1},{M30=1|H1=1|H4=1|D1=1},"[5.18, 7.38, 12.53]",{M5=0-9|M15=0-18|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=10-20|M15=20-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4828.54,4828.54,4813.97,4821.25,3.64,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 09:15,M15,4.0,0.0,8.0,-0.18,0.01,0.42,4824.67,4834.74,4814.6,4822.86,4822.86,4822.86,,,,,
~,BBTFImpact,['00044-S_13'],{M15=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1},"[4.8, 7.37, 12.51]",{M5=0-6|M15=0-18|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-20|M15=0-20|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4828.54,4828.54,4816.32,4823.09,3.9,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 09:30,M15,4.0,0.0,8.0,-0.12,1.32,0.44,4824.4,4834.98,4813.82,4816.24,4816.24,4816.24,,,,,
~,M30,1.0,0.0,1.0,0.87,-5.95,1.01,4818.16,4842.41,4793.92,,,,,,,,
~,BBTFImpact,[40.0],{M15=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1|H4=1|D1=1},"[3.32, 6.24, 12.24]",{M5=6-6|M15=0-18|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-20|M15=0-20|M30=20-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=26-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4825.51,4825.51,4806.29,4815.9,4.8100000000000005,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 09:45,M15,4.0,2.0,8.0,0.27,-1.48,0.4,4824.86,4834.62,4815.11,4824.24,4824.24,4824.24,,,,,
~,BBTFImpact,[50.0],{M15=1|H1=1|H4=1|D1=1},{M15=1|H1=1|H4=1|D1=1},"[0.99, 6.7, 12.7]",{M5=0-16|M15=17-18|M30=0-8|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-20|M15=0-20|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=17-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4825.51,4825.51,4814.43,4824.36,4.97,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 10:00,M15,5.0,3.0,8.0,0.25,-0.61,0.4,4825.23,4834.86,4815.6,4826.1,4826.1,4826.1,,,,,
~,M30,1.0,2.0,1.0,1.58,-10.01,0.91,4820.08,4841.98,4798.18,,,,,,,,
~,H1,1.0,3.0,1.0,1.43,-0.89,1.0,4813.66,4837.67,4789.64,,,,,,,,
~,BBTFImpact,[161.0],{M5=1|M15=1|H1=1|H4=1|D1=1},{H4=1|D1=1},"[0.42, 5.15, 11.58]",{M5=0-16|M15=0-8|M30=0-8|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4825.51,4837.14,4825.51,4826.82,5.16,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 10:15,M15,5.0,3.0,8.0,0.19,-0.73,0.39,4825.47,4834.95,4815.99,4825.09,4825.09,4825.09,,,,,
~,BBTFImpact,['00165-S_13'],{M5=1|M15=1|H1=1|H4=1|D1=1},{H4=1|D1=1},"[1.1400000000000001, 5.39, 11.81]",{M5=0-16|M15=7-8|M30=0-8|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=20-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4835.96,4835.96,4814.34,4825.15,5.41,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 10:30,M15,5.0,2.0,8.0,0.57,-3.11,0.36,4825.95,4834.72,4817.18,4828.26,4828.26,4828.26,,,,,
~,M30,1.0,2.0,1.0,1.88,-18.0,0.72,4821.84,4839.3,4804.38,,,,,,,,
~,BBTFImpact,['00166-S_13'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H4=1|D1=1},"[1.8599999999999999, 4.11, 12.29]",{M5=0-8|M15=8-7|M30=0-8|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=30-20|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4832.96,4832.96,4816.7,4828.3,5.8,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 10:45,M15,5.0,2.0,8.0,0.47,-2.93,0.33,4826.36,4834.39,4818.34,4827.56,4827.56,4827.56,,,,,
~,BBTFImpact,['00164-S_13'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|H4=1|D1=1},"[1.77, 4.52, 12.71]",{M5=0-8|M15=0-8|M30=0-8|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=28-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4832.96,4832.96,4818.55,4827.84,5.39,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 11:00,M15,3.0,0.0,8.0,-0.1,0.78,0.34,4826.07,4834.34,4817.81,4821.1,4821.1,4821.1,,,,,
~,M30,1.0,2.0,1.0,1.25,-18.78,0.53,4822.92,4835.66,4810.18,,,,,,,,
~,H1,1.0,3.0,1.0,0.8,-0.37,0.98,4814.34,4838.04,4790.64,,,,,,,,
~,BBTFImpact,['00164-S_13'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|H4=1|D1=1},"[1.63, 3.16, 11.73]",{M5=0-7|M15=0-7|M30=7-8|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-20|M15=0-20|M30=20-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4831.03,4831.03,4818.55,4821.11,4.96,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 11:15,M15,2.0,1.0,8.0,-0.65,7.45,0.47,4825.1,4836.34,4813.86,4811.78,4811.78,4811.78,,,,,
~,BBTFImpact,[100.0],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H4=1|D1=1},"[1.83, 2.18, 10.76]",{M5=0-7|M15=0-7|M30=0-7|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-10|M15=0-10|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-27|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4820.87,4820.87,4803.2,4811.35,5.3,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 11:30,M15,2.0,1.0,2.0,-0.54,5.96,0.52,4824.58,4837.14,4812.01,4811.58,4811.58,4811.58,,,,,
~,M30,3.0,2.0,1.0,0.3,-5.52,0.49,4822.88,4834.78,4810.98,,,,,,,,
~,BBTFImpact,[500.0],{M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H4=1|D1=1},"[3.26, 1.7, 10.24]",{M5=0-6|M15=0-7|M30=0-7|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-20|M15=0-10|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4820.16,4820.16,4803.2,4811.61,4.28,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 11:45,M15,2.0,1.0,2.0,-0.58,4.47,0.58,4823.93,4837.88,4809.98,4812.14,4812.14,4812.14,,,,,
~,BBTFImpact,[500.0],{M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H4=1|D1=1},"[5.22, 1.05, 9.59]",{M5=0-6|M15=6-7|M30=6-7|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-20|M15=20-10|M30=20-10|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4816.72,4816.72,4803.42,4812.23,4.41,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 12:00,M15,2.0,1.0,2.0,-0.56,2.7,0.61,4823.34,4838.05,4808.63,4813.83,4813.83,4813.83,,,,,
~,M30,3.0,2.0,1.0,0.1,-1.47,0.49,4822.94,4834.67,4811.22,,,,,,,,
~,H1,3.0,3.0,1.0,0.11,-0.11,0.97,4814.1,4837.55,4790.65,,,,,,,,
~,H4,1.0,2.0,1.0,5.14,-26.63,3.23,4789.57,4866.83,4712.32,,,,,,,,
~,BBTFImpact,[14600.0],{M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H4=1},"[6.51, 0.4, 9.24]",{M5=0-6|M15=0-6|M30=0-6|H1=0-9|H4=0-9|D1=0-8|W1=0-18},{M5=0-20|M15=0-20|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4816.72,4816.72,4805.02,4813.81,4.4,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 12:15,M15,2.0,0.0,2.0,-0.59,0.66,0.61,4822.81,4837.54,4808.07,4816.26,4816.26,4816.26,,,,,
~,BBTFImpact,[14601.0],{M15=1|M30=1|H1=1|H4=1|D1=1},{M30=1|H4=1},"[7.6, 0.13, 8.71]",{M5=0-6|M15=0-6|M30=0-6|H1=0-8|H4=0-9|D1=0-8|W1=0-18},{M5=0-30|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4823.73,4823.73,4809.27,4816.5,3.62,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 12:30,M15,2.0,4.0,2.0,-0.75,1.37,0.63,4821.96,4837.23,4806.69,4813.2,4813.2,4813.2,,,,,
~,M30,5.0,0.0,1.0,-0.38,3.05,0.51,4822.61,4834.94,4810.29,,,,,,,,
~,BBTFImpact,[14401.0],{M15=1|M30=1|H1=1|H4=1|D1=1},{M30=1|H1=1|H4=1},"[8.58, 0.65, 7.86]",{M5=7-6|M15=0-6|M30=0-6|H1=7-8|H4=0-9|D1=0-8|W1=0-18},{M5=20-30|M15=0-20|M30=0-20|H1=20-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4820.02,4820.02,4809.27,4813.08,3.4699999999999998,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 12:45,M15,2.0,4.0,2.0,-0.84,-1.5699999999999998,0.63,4821.01,4836.18,4805.84,4814.77,4814.77,4814.77,,,,,
~,BBTFImpact,[14406.0],{M30=1|H1=1|H4=1|D1=1},{M30=1|H1=1|H4=1},"[8.34, 1.6, 6.91]",{M5=8-7|M15=0-6|M30=0-6|H1=8-7|H4=0-9|D1=0-8|W1=0-18},{M5=30-20|M15=0-20|M30=0-20|H1=30-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4818.22,4818.22,4809.27,4814.67,3.63,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 13:00,M15,2.0,0.0,2.0,-1.1400000000000001,-4.98,0.59,4819.77,4833.93,4805.62,4812.9,4812.9,4812.9,,,,,
~,M30,2.0,0.0,8.0,-0.7,2.07,0.55,4821.81,4834.97,4808.65,,,,,,,,
~,H1,3.0,0.0,1.0,-0.33,-0.53,0.97,4813.7,4837.04,4790.37,,,,,,,,
~,BBTFImpact,[14006.0],{M5=1|M30=1|H1=1|H4=1|D1=1},{M30=1|H1=1|H4=1},"[7.18, 2.04, 6.07]",{M5=8-7|M15=0-6|M30=0-6|H1=0-7|H4=0-9|D1=0-8|W1=0-18},{M5=30-20|M15=0-20|M30=0-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4818.22,4818.22,4809.27,4812.7,3.54,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 13:15,M15,2.0,4.0,2.0,-1.3599999999999999,-2.21,0.57,4818.33,4832.12,4804.54,4807.03,4807.03,,,,,,
~,BBTFImpact,[14006.0],{M5=1|M30=1|H1=1|H4=1|D1=1},{M30=1|H1=1|H4=1},"[5.76, 3.48, 4.63]",{M5=0-7|M15=0-6|M30=0-6|H1=0-7|H4=0-9|D1=0-8|W1=0-18},{M5=10-20|M15=0-20|M30=10-20|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4814.04,4814.04,4799.42,4806.73,3.65,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.16 13:30,M15,2.0,4.0,2.0,-1.11,-0.47,0.56,4817.27,4830.79,4803.76,4807.13,4807.13,,,,,,
~,M30,2.0,0.0,2.0,-1.09,4.04,0.6,4820.6,4835.1,4806.1,,,,,,,,
~,BBTFImpact,[14004.0],{M5=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1|H4=1},"[5.14, 3.33, 3.57]",{M5=0-6|M15=0-6|M30=6-6|H1=0-7|H4=0-9|D1=0-8|W1=0-18},{M5=0-20|M15=0-20|M30=20-10|H1=0-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4814.04,4814.04,4801.26,4807.24,3.68,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
